,date,user_country,user_city,store_name,store_lat,store_lon,dfee,distance
127,2022-01-23,hr,City of Zagreb,Restaurant Pizzeria Prosikito,45.80538277879742,16.014287173748016,14.0,2.656177305437674
128,2022-01-23,hr,City of Zagreb,Konoba  Bracera,45.8148347,15.9783071,8.0,1.0187451304148178
129,2022-01-23,hr,City of Zagreb,Zdravljak sport,45.77662724859485,15.996217577333116,16.0,3.474519019842123
130,2022-01-23,hr,City of Zagreb,MI-HO ugostiteljstvo,45.8175637,16.006911,12.0,2.4631123459390887
131,2022-01-23,hr,City of Zagreb,Niki Grill,45.8102396,16.0139852,14.0,2.6791648679042086
132,2022-01-23,hr,City of Zagreb,Purger King,45.78974563600528,15.928601324558256,20.0,4.368065229067241
133,2022-01-23,hr,City of Zagreb,Zdravljak Oktogon,45.76560911876679,15.992723907798956,22.0,4.572634960264058
134,2022-01-23,hr,City of Zagreb,Pizza Box,45.8097778,16.016948,14.0,2.8968172554762077
135,2022-01-23,hr,City of Zagreb,Pizzeria Grill Oliva,45.814338218178726,15.95488429069519,12.0,2.171116211569221
136,2022-01-23,hr,City of Zagreb,Pizzeria Papillon,45.77490480654002,15.988886654376984,16.0,3.4994994625136493
137,2022-01-23,hr,City of Zagreb,La Creperia - Dugave,45.7660355040312,15.993107178555418,22.0,4.532887788483158
138,2022-01-23,hr,City of Zagreb,Restoran Kaptol,45.8168182,15.9417371,16.0,3.214098149993817
139,2022-01-23,hr,City of Zagreb,Pizzeria Loop,45.7953896,16.0023007,12.0,2.076177367380895
140,2022-01-23,hr,City of Zagreb,Pizzeria Zara,45.77309683933818,15.992408394813538,18.0,3.7572288247490793
141,2022-01-23,hr,City of Zagreb,Hugo's Sushi,45.783061,15.9443169,18.0,3.747684337041938
142,2022-01-23,hr,City of Zagreb,Pizzeria Zlatna Kuna,45.79866168966509,15.954589247703552,12.0,2.125022693108775
143,2022-01-23,hr,City of Zagreb,Šarm,45.8015786,16.0114736,12.0,2.4816516357773213
144,2022-01-23,hr,City of Zagreb,Mark's Burger,45.7991121,16.0033444,10.0,1.952685072175326
145,2022-01-23,hr,City of Zagreb,Pizzeria Sopranos,45.80842732483248,15.934069136494353,18.0,3.5763501631791326
146,2022-01-23,hr,City of Zagreb,Pizzeria Viva,45.803961741656614,15.953658521175383,12.0,2.0548916126510526
147,2022-01-23,hr,City of Zagreb,Imenso Sushi,45.8310574,15.9955634,16.0,3.060986042416644
148,2022-01-23,hr,City of Zagreb,Restoran Pizzeria Paesano,45.77301528211997,15.94427078962326,22.0,4.5777809695712
149,2022-01-23,hr,City of Zagreb,Motorino Pizza,45.7880614,15.923103,22.0,4.833845959814044
150,2022-01-23,hr,City of Zagreb,Restoran Svježa hrana,45.7910644,16.0110031,14.0,2.904734678368634
151,2022-01-23,hr,City of Zagreb,Stella bar &  restoran Vip,45.8122688,15.973769,8.0,0.8722968696673735
152,2022-01-23,hr,City of Zagreb,Pizzeria Riky’s,45.80697129414185,15.942481756210327,14.0,2.9148786629265486
153,2022-01-23,hr,City of Zagreb,Il Mondo,45.7864648,16.0068727,14.0,2.989275749666125
154,2022-01-23,hr,City of Zagreb,Namaste Indian Restaurant,45.7867757,15.9501688,16.0,3.1338783549131395
155,2022-01-23,hr,City of Zagreb,House Of Ribs by RnB Food,45.7943541,15.9407077,8.0,3.3028031934878848
156,2022-01-23,hr,City of Zagreb,L’Oro di Napoli,45.798529,15.917905,22.0,4.884295080723394
157,2022-01-23,hr,City of Zagreb,Okrugljak,45.8453779,15.9713632,20.0,4.458173845215409
158,2022-01-23,hr,City of Zagreb,Spare Ribs Grill,45.8025436,15.9216141,22.0,4.543992373731126
159,2022-01-23,hr,City of Zagreb,Bakin čušpajz,45.81639742840054,15.9998141766261,0.0,1.9372183779948418
160,2022-01-23,hr,City of Zagreb,Kebablec,45.8112289,15.9754507,8.0,0.7049797044699976
161,2022-01-23,hr,City of Zagreb,SOI Fusion Bar ,45.81338342521489,15.968873317371441,8.0,1.2119338293364188
162,2022-01-23,hr,City of Zagreb,Koykan Homemade - Gajeva,45.8111944,15.97627,8.0,0.6717279688360664
163,2022-01-23,hr,City of Zagreb,Food Expert,45.8121363,15.9828574,8.0,0.7427310438011505
164,2022-01-23,hr,City of Zagreb,Food2Go,45.81322774711887,15.958164632320404,10.0,1.8883957870695707
165,2022-01-23,hr,City of Zagreb,Plant Punk,45.80896486904392,15.988474990972465,8.0,0.7454565739081045
166,2022-01-23,hr,City of Zagreb,POKE POKE,45.8122558,15.9758435,8.0,0.7927185106706199
167,2022-01-23,hr,City of Zagreb,Simple Green by Jelena,45.80110459938811,15.972152352333069,8.0,0.8007336698797672
168,2022-01-23,hr,City of Zagreb,Food Harmony,45.8027613109865,15.978439450263975,8.0,0.3552535315555129
169,2022-01-23,hr,City of Zagreb,Restoran Cassandra,45.8000925,15.971242,8.0,0.9282235828032005
170,2022-01-23,hr,City of Zagreb,Zrno Bio Bistro,45.81108709999999,15.9667336,8.0,1.189655361523943
171,2022-01-23,hr,City of Zagreb,Zora CAKE,45.811743,15.9814094,8.0,0.674484726734659
172,2022-01-23,hr,City of Zagreb,Purple Monkey Asian Food,45.802155620196636,15.968081054570144,8.0,1.009675989768159
173,2022-01-23,hr,City of Zagreb,Sushi Bar Fisherija - Britanac,45.8126835,15.9645756,8.0,1.4249513950547605
174,2022-01-23,hr,City of Zagreb,Merak Pita,45.79548479068911,15.95987663126964,10.0,1.9361077196983338
